City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
247,ritchie,-29.038,24.6028,11.56,33,62,0.04,ZA,1713929540
248,vorkuta,67.5,64.0,-17.16,93,16,1.79,RU,1713929540
249,whitby,54.4877,-0.615,5.17,79,100,5.36,GB,1713929484
250,meridian,43.6121,-116.3915,18.88,42,0,0.0,US,1713929540
251,maxixe,-23.8597,35.3472,20.86,91,10,1.17,MZ,1713929541
252,chibougamau,49.9168,-74.3659,-4.21,86,100,4.12,CA,1713929541
253,colonia,50.9333,6.95,5.53,83,20,3.09,DE,1713929541
254,preobrazheniye,42.9019,133.9064,6.92,91,100,8.19,RU,1713929541
255,mopti,14.6667,-4.0,31.75,17,14,1.41,ML,1713929542
256,prieska,-29.6641,22.7474,18.25,31,58,1.41,ZA,1713929542
257,nanyuki,0.0167,37.0728,15.66,91,44,2.51,KE,1713929542
258,conde,-7.2597,-34.9075,25.7,94,20,0.0,BR,1713929542
259,akobo,7.4344,3.9497,24.35,83,100,1.45,NG,1713929542
260,punta arenas,-53.15,-70.9167,8.06,71,100,6.17,CL,1713929263
261,bria,6.5423,21.9863,23.47,73,100,1.91,CF,1713929543
262,fraccionamiento ciudad olmeca,18.1518,-94.5523,25.78,85,6,3.49,MX,1713929543
263,kuvshinovo,57.0295,34.1725,1.05,74,22,1.79,RU,1713929544
264,saipan,15.1355,145.701,32.39,58,40,7.2,MP,1713929544
265,alofi,-19.0595,-169.9187,28.94,74,100,2.57,NU,1713929544
266,sebastopol,44.6,33.5333,18.89,34,100,0.45,UA,1713929532
267,balangir,20.7167,83.4833,36.3,27,20,3.84,IN,1713929544
268,mount isa,-20.7333,139.5,30.87,40,75,4.12,AU,1713929545
269,brigantine,39.4101,-74.3646,10.56,68,0,5.14,US,1713929545
270,hun,29.1268,15.9477,14.44,57,62,3.25,LY,1713929545
271,enriquillo,17.9,-71.2333,24.67,87,100,3.14,DO,1713929545
272,christchurch,-43.5333,172.6333,23.08,37,10,7.2,NZ,1713929381
273,khandyga,62.6667,135.6,5.66,90,100,2.8,RU,1713929546
274,victoria,22.2855,114.1577,27.92,88,100,0.45,HK,1713929305
275,corinto,37.9407,22.9573,16.8,87,100,3.16,GR,1713929547
276,whitehorse,60.7161,-135.0538,8.43,49,75,2.57,CA,1713929547
277,tindouf,27.6711,-8.1474,19.64,43,54,4.96,DZ,1713929547
278,la passe,45.5549,-0.8967,10.55,86,32,2.88,FR,1713929286
279,kulai,1.6561,103.6032,32.18,77,40,1.54,MY,1713929547
280,jinxiang,27.4327,120.6062,19.01,83,99,2.66,CN,1713929548
281,abu jibeha,11.4562,31.2285,28.15,9,48,3.07,SD,1713929548
282,douliu,23.7094,120.5433,23.03,76,93,4.21,TW,1713929548
283,wewak,-3.5534,143.6268,30.09,69,19,2.85,PG,1713929294
284,tamiahua,21.2667,-97.45,23.37,94,13,2.58,MX,1713929549
285,petropavlovsk-kamchatsky,53.0452,158.6483,13.33,19,0,8.0,RU,1713929549
286,nikol'sk,53.7189,46.0712,8.38,74,7,5.28,RU,1713929549
287,labytnangi,66.6572,66.4183,-12.01,88,71,1.01,RU,1713929309
288,insar,53.8653,44.3738,7.98,77,0,4.49,RU,1713929549
289,jayapura,-2.5333,140.7,33.66,69,24,2.7,ID,1713929550
290,westport,41.1415,-73.3579,9.92,65,0,4.47,US,1713929265
291,sisimiut,66.9395,-53.6735,0.38,94,99,3.08,GL,1713929420
292,motygino,58.1831,94.7592,-7.34,92,100,4.47,RU,1713929514
293,mount pearl,47.5166,-52.7813,0.19,82,75,0.0,CA,1713929551
294,suva,-18.1416,178.4415,30.71,74,75,3.09,FJ,1713929368
295,kerikeri,-35.2268,173.9474,18.93,59,2,3.26,NZ,1713929551
296,saldanha,-33.0117,17.9442,15.03,95,100,2.95,ZA,1713929265
297,bouna,9.2667,-3.0,26.54,69,91,3.19,CI,1713929551
298,hofbieber,50.5863,9.8353,2.32,97,60,2.43,DE,1713929552
299,vernon,50.2581,-119.2691,16.2,36,96,1.03,CA,1713929397
300,iyo,33.7514,132.7014,17.45,100,75,2.57,JP,1713929552
301,nyurba,63.2842,118.3319,-0.13,94,100,4.87,RU,1713929552
302,lubango,-14.9172,13.4925,16.58,55,90,1.51,AO,1713929552
303,longyearbyen,78.2186,15.6401,-5.09,80,0,3.6,SJ,1713929553
304,avila,40.5833,-5.0,0.92,92,26,1.59,ES,1713929553
305,langarud,37.197,50.1535,15.03,70,96,1.44,IR,1713929553
306,kill devil hills,36.0307,-75.676,14.01,60,0,7.72,US,1713929553
307,shimanovsk,52.0,127.7,11.86,58,79,3.85,RU,1713929554
308,hammerfest,70.6634,23.6821,-0.75,80,100,3.6,NO,1713929554
309,bikin,46.8161,134.26,16.16,37,100,5.4,RU,1713929554
310,reggane,26.7158,0.1714,24.91,17,51,4.4,DZ,1713929554
311,les cayes,18.2,-73.75,25.17,80,95,3.23,HT,1713929555
312,polyarnyy,69.1989,33.4478,1.41,98,92,3.43,RU,1713929555
313,tralee,52.2704,-9.7026,8.77,85,97,1.76,IE,1713929555
314,ceeldheer,3.8488,47.1806,28.94,73,38,2.18,SO,1713929555
315,east london,-33.0153,27.9116,18.52,94,0,1.54,ZA,1713929297
316,inza,53.8533,46.3586,8.97,73,9,4.7,RU,1713929556
317,paea,-17.6833,-149.5833,28.84,79,37,5.14,PF,1713929556
318,cody,44.5263,-109.0565,10.12,34,0,2.06,US,1713929556
319,gounou gaya,9.6294,15.5132,31.09,34,7,1.34,TD,1713929556
320,jining,35.405,116.5814,25.99,19,0,4.38,CN,1713929036
321,loreto,22.2667,-101.9667,19.65,17,73,3.48,MX,1713929557
322,kimbe,-5.5502,150.1429,29.9,76,99,2.19,PG,1713929557
323,lebu,-37.6167,-73.65,8.73,77,2,1.76,CL,1713929297
324,alice springs,-23.7,133.8833,22.75,46,39,7.2,AU,1713929557
325,margate,51.3813,1.3862,5.94,75,80,4.47,GB,1713929558
326,hawaiian paradise park,19.5933,-154.9731,24.37,83,100,6.69,US,1713929558
327,karacabey,40.2152,28.4038,13.21,62,82,1.15,TR,1713929558
328,petrovsk-zabaykal'skiy,51.273,108.843,6.61,22,100,3.57,RU,1713929558
329,brush,40.2589,-103.6238,14.62,62,100,5.14,US,1713929405
330,galliano,29.4422,-90.2992,19.0,82,0,0.0,US,1713929559
331,lincheng,19.9078,109.6858,30.4,67,94,2.47,CN,1713929559
332,molina,-35.1167,-71.2833,8.85,100,27,1.03,CL,1713929487
333,tsengel,49.4783,100.8894,3.12,18,0,8.29,MN,1713929559
334,sarai sidhu,30.5949,71.9698,32.72,19,0,0.13,PK,1713929560
335,ephraim,39.3597,-111.5863,16.81,35,37,2.92,US,1713929438
336,ambon,-3.6954,128.1814,31.08,74,40,2.06,ID,1713929560
337,popondetta,-8.7537,148.2534,30.85,67,100,1.76,PG,1713929560
338,cambria,35.5641,-121.0808,12.81,86,4,0.45,US,1713929539
339,sittwe,20.15,92.9,30.99,64,0,3.62,MM,1713929561
340,bilisht,40.6275,20.99,5.14,91,18,1.88,AL,1713929503
341,mar del plata,-38.0023,-57.5575,12.83,60,0,7.15,AR,1713929342
342,port macquarie,-31.4333,152.9167,26.61,50,100,2.7,AU,1713929561
343,port sudan,19.6175,37.2164,26.78,71,5,3.55,SD,1713929562
344,shar,49.5886,81.0453,7.61,30,80,4.77,KZ,1713929562
345,douentza,14.9951,-2.9517,30.8,32,4,1.24,ML,1713929562
346,pedregal,8.3667,-82.4333,28.05,78,20,1.54,PA,1713929562
347,alo,7.4178,6.7371,26.73,79,99,1.63,NG,1713929562
348,bangassou,4.7413,22.8184,23.6,86,95,2.7,CF,1713929563
349,harnai,30.1005,67.9374,26.35,19,0,0.78,PK,1713929563
350,grand falls-windsor,48.9332,-55.6649,1.39,75,100,0.45,CA,1713929524
351,lashio,22.9333,97.75,34.7,23,1,1.22,MM,1713929563
352,brisas de zicatela,15.8369,-97.0419,27.86,65,55,1.7,MX,1713929563
353,banposh,22.25,84.8,36.81,22,17,3.36,IN,1713929564
354,cafayate,-26.073,-65.9761,18.65,93,80,2.34,AR,1713929564
355,manzanares,38.9991,-3.3699,7.57,76,3,3.1,ES,1713929564
356,amuntai,-2.4177,115.2494,33.26,56,100,1.22,ID,1713929564
357,macapa,0.0389,-51.0664,26.99,89,20,2.57,BR,1713929309
358,loango,-4.6719,11.8312,25.81,100,20,2.06,CG,1713929565
359,george town,5.4112,100.3354,31.64,75,40,3.09,MY,1713929041
360,smara,26.7384,-11.6719,18.13,76,99,4.19,EH,1713929565
361,magistral'nyy,56.1725,107.4458,-0.91,89,100,3.86,RU,1713929565
362,coquimbo,-29.9533,-71.3436,13.85,100,100,0.51,CL,1713929338
363,kurchatov,51.6601,35.6521,4.23,82,86,3.95,RU,1713929566
364,acarau,-2.8856,-40.12,25.2,89,77,3.37,BR,1713929566
